"State","County.Name","B_armed","B_unarmed","H_armed","H_unarmed","W_armed","W_unarmed","src.wapo","SortGADMintoPrevOrder","SortGADMintoGADMintoGADMorder","County.FIPS.Code","FIPS","DMA","WeaponsBlack.sum","WeaponsWhite.sum","AssaultsBlack.sum","AssaultsWhite.sum","county","CountyName","ID","TOT_POP","TOT_MALE","TOT_FEMALE","WA_TOT","BAC_TOT","H_TOT","Pct.Uninsured","Median.Income","Gini","Pct.Living.in.Poverty","Pct.HS.Education","PercentSlaveOwningFarms","NSlavesPerCounty","ID.1","FBIDataToRight","VictimsOfHateCrimes","MURDER","AGASSLT","USPSDToRight","BlackArmed","BlackUnarmed","HispanicArmed","HispanicUnarmed","WhiteArmed","WhiteUnarmed","State.1","RandID","SouthernLawCenterDataToRight","Arson","Assault","Bombing","Cross.Burnings","Harassment","Intelligence","Intimidation","Leafletting","Legal.Developments","Murder","Rally","Threat","Vandalism","BayesianPosterior","ModelID","m.log.RR_Black_Unarmed_Versus_White_Unarmed","sd.log.RR_Black_Unarmed_Versus_White_Unarmed"
"GA","Clayton County",1,0,0,0,0,0,"wapo",418,441,13063,13063,9,26,2,63,11,"Clayton","Clayton","GAClayton",259424,124232,135192,64593,178601,35447,27.3,36595,0.393,22.6,82.6,0.41118759,13,"GA063","FBIDataToRight",NA,1,109,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.86813634023957,1.13923771867708
"GA","Cobb County",1,0,1,0,2,0,"wapo",420,443,13067,13067,9,97,49,633,458,"Cobb","Cobb","GACobb",688078,334369,353709,461683,185134,84330,19.8,59471,0.441,14,90.2,0.450573987,17,"GA067","FBIDataToRight",2,24,1227,"USPSDToRight",1,0,0,0,2,1,"GA",9,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",77,1.89394350669612,0.94090137185709
"GA","Coffee County",0,0,0,0,1,0,"wapo",421,444,13069,13069,148,14,7,24,16,"Coffee","Coffee","GACoffee",42356,21455,20901,30033,11675,4352,25.1,33527,0.449,25.9,73.9,NA,NA,"GA069","FBIDataToRight",NA,2,73,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.195909303277,1.1145575993292
"GA","Coweta County",1,0,0,0,0,0,"wapo",425,448,13077,13077,9,27,14,36,28,"Coweta","Coweta","GACoweta",127317,62242,65075,100005,23471,8493,17.6,56407,0.388,11,87.2,0.469401957,127,"GA077","FBIDataToRight",NA,2,50,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.87763854421145,1.08542298753406
"GA","DeKalb County",1,0,0,0,1,0,"wapo",431,454,13089,13089,9,189,20,342,76,"Dekalb","DeKalb","GADeKalb",691893,331355,360538,257000,388598,67824,25.8,47068,0.472,19.4,87.9,NA,NA,"GA089","FBIDataToRight",NA,81,583,"USPSDToRight",0,0,0,0,0,1,"GA",9,"SouthernLawCenterDataToRight",0,1,0,0,0,0,0,0,5,0,0,2,2,"BayesianPosterior",78,1.95797611713672,1.07529098907789
"GA","Douglas County",1,0,0,0,0,0,"wapo",435,458,13097,13097,9,41,25,47,41,"Douglas","Douglas","GADouglas",132403,63772,68631,73966,55010,11125,20.3,52887,0.394,12.7,86.4,NA,NA,"GA097","FBIDataToRight",NA,1,110,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.80081053213397,1.10887390793307
"GA","Effingham County",0,0,0,0,1,0,"wapo",438,461,13103,13103,98,5,8,2,6,"Effingham","Effingham","GAEffingham",52250,26017,26233,43646,7491,1501,17.3,60017,0.388,10.6,84.3,NA,NA,"GA103","FBIDataToRight",NA,0,8,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.21705628029861,1.12343630377328
"GA","Fulton County",2,2,0,0,0,0,"wapo",447,470,13121,13121,9,502,115,1660,211,"Fulton","Fulton","GAFulton",920581,448267,472314,436938,421131,72566,22.9,53580,0.529,17.7,89.6,NA,NA,"GA121","FBIDataToRight",NA,105,2281,"USPSDToRight",1,1,0,0,0,0,"GA",9,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,0,0,0,0,0,4,"BayesianPosterior",79,2.5315633298177,1.02374048274727
"GA","Habersham County",0,0,0,0,1,0,"wapo",455,3,13137,13137,9,0,4,10,28,"Habersham","Habersham","GAHabersham",43041,20301,22740,39422,1695,5333,26.5,40316,0.44,17.3,75,NA,NA,"GA137","FBIDataToRight",NA,0,30,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.17290610899863,1.13552846499733
"GA","Hall County",0,0,0,1,0,0,"wapo",456,4,13139,13139,9,8,19,17,46,"Hall","Hall","GAHall",179684,89601,90083,157817,15078,46906,25.8,47238,0.444,17.8,76.5,NA,NA,"GA139","FBIDataToRight",NA,3,87,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.00004532490534,1.12199800422681
"GA","Henry County",0,0,0,0,2,0,"wapo",462,10,13151,13151,9,14,17,43,46,"Henry","Henry","GAHenry",203922,97859,106063,116318,79220,11813,18.2,59371,0.369,10.2,89.2,0.451267695,62,"GA151","FBIDataToRight",0,4,108,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.15634680375557,1.02737126988317
"GA","Lowndes County",1,0,0,0,1,0,"wapo",479,476,13185,13185,107,54,18,315,73,"Lowndes","Lowndes","GALowndes",109233,53285,55948,65300,40682,5238,22.4,36486,0.459,23.3,82.9,0.426502485,125,"GA185","FBIDataToRight",NA,7,457,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.30017996861126,1.08797277333167
"GA","Newton County",1,0,0,0,0,0,"wapo",494,491,13217,13217,9,18,19,35,19,"Newton","Newton","GANewton",99958,47626,52332,55512,42639,4635,21.1,48989,0.395,15.1,83.4,0.411927357,24,"GA217","FBIDataToRight",NA,5,69,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.6822863592479,1.07612057748681
"GA","Paulding County",0,0,0,0,1,0,"wapo",497,494,13223,13223,9,4,15,12,50,"Paulding","Paulding","GAPaulding",142324,69578,72746,112793,26478,7264,17.6,61496,0.347,8.8,85.9,0.44499131,87,"GA223","FBIDataToRight",NA,1,56,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.50144701425586,1.10555137279262
"GA","Pickens County",0,0,0,0,1,0,"wapo",499,496,13227,13227,9,0,2,0,27,"Pickens","Pickens","GAPickens",29431,14440,14991,28546,420,819,20.5,48532,0.441,13.6,79.3,NA,NA,"GA227","FBIDataToRight",NA,1,21,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.10654802278737,1.15452420669087
"GA","Putnam County",0,0,0,0,1,0,"wapo",504,501,13237,13237,9,6,8,11,31,"Putnam","Putnam","GAPutnam",21218,10331,10887,15168,5719,1347,23.8,40037,0.51,17.8,80.4,0.467740121,37,"GA237","FBIDataToRight",NA,1,50,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.974990465547262,1.0876885897563
"GA","Richmond County",0,0,0,0,1,0,"wapo",508,505,13245,13245,115,129,42,42,11,"Richmond","Richmond","GARichmond",200549,97015,103534,81675,112687,8207,19.6,37866,0.464,25.9,82.3,0.430117398,42,"GA245","FBIDataToRight",NA,25,62,"USPSDToRight",1,1,0,0,0,0,"GA",9,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",83,1.53720051345319,1.12814618945567
"GA","Walker County",0,0,1,0,1,0,"wapo",533,530,13295,13295,85,0,5,3,60,"Walker","Walker","GAWalker",68756,33781,34975,64395,3320,1113,21.8,36854,0.426,17.8,76.2,NA,NA,"GA295","FBIDataToRight",NA,0,175,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.33711587258964,1.12487121236067
"GA","Wayne County",0,0,0,0,1,0,"wapo",538,535,13305,13305,98,1,4,14,6,"Wayne","Wayne","GAWayne",30099,15719,14380,23202,6356,1719,23.4,36562,0.445,22.8,77.9,NA,NA,"GA305","FBIDataToRight",NA,1,45,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.09374343190761,1.09087752957557
"GA","Whitfield County",0,0,0,0,1,0,"wapo",542,539,13313,13313,85,3,24,34,283,"Whitfield","Whitfield","GAWhitfield",102599,51118,51481,94067,4733,32471,26.8,40117,0.448,20.2,67.4,NA,NA,"GA313","FBIDataToRight",NA,0,443,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.45555220849004,1.13603289020013
"GA","Worth County",0,0,0,0,1,0,"wapo",546,543,13321,13321,148,10,4,19,6,"Worth","Worth","GAWorth",21679,10397,11282,15323,6110,335,22.2,37436,0.426,21.2,73.6,0.439908611,31,"GA321","FBIDataToRight",NA,0,27,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.04106465082793,1.12818794236289
"HI","Maui County",1,0,0,0,0,0,"wapo",551,548,15009,15009,71,1,30,2,48,"Maui","Maui","HIMaui",154834,77587,77247,55750,2332,15710,11.1,56206,0.431,11.9,88.7,NA,NA,"HI009","FBIDataToRight",NA,2,138,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.75060679724767,1.14742454106627
"IA","Boone County",0,0,0,0,1,0,"wapo",797,796,19015,19015,72,0,2,0,18,"Boone","Boone","IABoone",26306,13202,13104,25681,301,505,9.1,51723,0.407,9.4,92.1,NA,NA,"IA015","FBIDataToRight",NA,0,8,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.14158967317835,1.17896463877905
"IA","Des Moines County",0,0,0,0,0,1,"wapo",818,817,19057,19057,92,5,8,49,85,"Des Moines","DesMoines","IADesMoines",40325,19600,20725,36962,2667,1042,10.2,42191,0.43,15.3,89.7,NA,NA,"IA057","FBIDataToRight",NA,0,145,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.620407513583672,1.13962664620707
"IA","Lee County",1,0,0,0,0,0,"wapo",845,844,19111,19111,164,3,6,21,108,"Lee","Lee","IALee",35862,18131,17731,33829,1493,1092,11.2,40363,0.412,15.8,86.3,NA,NA,"IA111","FBIDataToRight",NA,1,121,"USPSDToRight",0,0,0,0,1,0,"IA",11,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",87,1.60721837127759,1.20507713217862
"IA","Linn County",0,0,0,0,1,0,"wapo",846,845,19113,19113,88,27,39,54,89,"Linn","Linn","IALinn",211226,103950,107276,193464,11315,5534,8.8,54806,0.423,9.9,93.2,NA,NA,"IA113","FBIDataToRight",NA,3,194,"USPSDToRight",0,0,0,0,1,0,"IA",11,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,1,0,0,0,0,1,"BayesianPosterior",88,1.67114207777336,1.11081045010753
"IA","Polk County",1,0,0,0,1,1,"wapo",866,865,19153,19153,72,24,42,161,342,"Polk","Polk","IAPolk",430640,211171,219469,377433,31643,32647,10.2,54328,0.432,11,90.9,NA,NA,"IA153","FBIDataToRight",NA,8,565,"USPSDToRight",0,1,0,0,1,0,"IA",11,"SouthernLawCenterDataToRight",0,1,0,0,0,0,0,2,1,0,0,1,3,"BayesianPosterior",89,1.18479376582767,0.909050505267077
"IA","Washington County",0,0,0,0,1,0,"wapo",881,880,19183,19183,88,0,3,1,29,"Washington","Washington","IAWashington",21704,10626,11078,21192,242,1138,12.7,47118,0.383,10,89.1,NA,NA,"IA183","FBIDataToRight",NA,1,28,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.06302762689802,1.1127440841794
"ID","Ada County",0,0,1,0,2,0,"wapo",552,549,16001,16001,124,2,78,17,241,"Ada","Ada","IDAda",392365,196501,195864,364426,6779,27905,16.5,50909,0.435,13.9,92.9,NA,NA,"ID001","FBIDataToRight",5,4,309,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.69654414971048,0.889724726982178
"ID","Adams County",0,0,0,0,1,0,"wapo",553,550,16003,16003,124,NA,NA,NA,NA,"Adams","Adams","IDAdams",3976,2041,1935,3855,8,94,26.7,34730,0.48,15.8,88.4,NA,NA,"ID003","FBIDataToRight",NA,0,2,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.915839670476362,1.19060321398858
"ID","Bonner County",0,0,0,0,1,0,"wapo",560,557,16017,16017,79,0,13,0,16,"Bonner","Bonner","IDBonner",40877,20592,20285,39442,157,911,21.3,40119,0.439,17.4,91,NA,NA,"ID017","FBIDataToRight",NA,0,24,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.24751750476487,1.15178824957771
"ID","Bonneville County",0,0,0,0,1,0,"wapo",561,558,16019,16019,165,0,13,3,85,"Bonneville","Bonneville","IDBonneville",104234,51996,52238,99618,1067,11912,17.4,49979,0.424,13.8,90.6,NA,NA,"ID019","FBIDataToRight",NA,2,118,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.50047355827398,1.05921567530735
"ID","Canyon County",0,0,0,0,1,0,"wapo",565,562,16027,16027,124,2,102,2,139,"Canyon","Canyon","IDCanyon",188923,93506,95417,177999,2083,45069,22.7,42419,0.401,19.7,82,NA,NA,"ID027","FBIDataToRight",2,2,176,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.6967590027056,1.04637586870016
"ID","Jefferson County",0,0,0,0,1,0,"wapo",577,574,16051,16051,165,0,2,0,9,"Jefferson","Jefferson","IDJefferson",26140,13114,13026,25248,135,2641,21.5,50123,0.367,12,85.8,NA,NA,"ID051","FBIDataToRight",NA,0,18,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.11530824260175,1.14956316892435
"ID","Madison County",0,0,0,0,1,0,"wapo",584,581,16065,16065,165,0,1,0,5,"Madison","Madison","IDMadison",37536,18186,19350,36310,245,2218,16.2,36202,0.449,28.4,95.2,NA,NA,"ID065","FBIDataToRight",NA,0,12,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.17017256177971,1.08288708771038
"ID","Owyhee County",0,0,1,0,0,0,"wapo",588,585,16073,16073,124,0,1,0,4,"Owyhee","Owyhee","IDOwyhee",11526,5895,5631,10569,87,2979,32.7,36670,0.437,22.7,75.1,NA,NA,"ID073","FBIDataToRight",NA,0,2,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.51271518723465,1.16424800955653
"IL","Champaign County",1,0,0,0,0,0,"wapo",605,602,17019,17019,82,NA,NA,NA,NA,"Champaign","Champaign","ILChampaign",201081,100390,100691,151620,27970,10607,15,45803,0.477,19.6,92.3,NA,NA,"IL019","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.95021190669282,1.13376664043738
"IL","Cook County",13,1,0,1,3,0,"wapo",611,608,17031,17031,3,2442,574,1524,662,"Cook","Cook","ILCook",5194675,2514314,2680361,3420279,1352138,1244762,19.7,51457,0.488,16.8,83.2,NA,NA,"IL031","FBIDataToRight",10,0,0,"USPSDToRight",5,4,1,0,0,0,"IL",13,"SouthernLawCenterDataToRight",0,7,0,0,3,0,1,0,13,0,0,1,13,"BayesianPosterior",94,3.08824636615264,0.944954360321254
"IL","De Witt County",0,0,0,0,1,0,"wapo",615,612,17039,17039,82,NA,NA,NA,NA,"De Witt","DeWitt","ILDeWitt",16561,8201,8360,16201,147,354,11.4,48662,0.413,10.9,90.3,NA,NA,"IL039","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.01555733207891,1.09174846269355
"IL","Douglas County",0,0,0,0,1,0,"wapo",616,613,17041,17041,82,NA,NA,NA,NA,"Douglas","Douglas","ILDouglas",19980,9847,10133,19584,146,1210,17.1,48469,0.381,11.1,81.7,NA,NA,"IL041","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.06570564555359,1.09156078255223
"IL","DuPage County",0,0,1,0,0,0,"wapo",617,614,17043,17043,3,NA,NA,NA,NA,"Dupage","DuPage","ILDuPage",916924,449351,467573,759423,49034,121506,11,72470,0.442,6.9,92,NA,NA,"IL043","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.74978674296775,1.08062313334846
"IL","Franklin County",0,0,1,0,0,0,"wapo",623,620,17055,17055,75,NA,NA,NA,NA,"Franklin","Franklin","ILFranklin",39561,19342,20219,38788,259,475,14.5,32853,0.413,20.3,83.8,NA,NA,"IL055","FBIDataToRight",5,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.78615079434516,1.16746456460361
"IL","Kendall County",1,0,0,0,0,0,"wapo",642,639,17093,17093,3,NA,NA,NA,NA,"Kendall","Kendall","ILKendall",114736,56821,57915,101854,7732,17898,11.2,79542,0.332,4.6,92,NA,NA,"IL093","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.74038514181361,1.05874234816876
"IL","Lake County",1,0,0,0,2,0,"wapo",644,643,17097,17097,3,442,138,926,660,"Lake","Lake","ILLake",703462,351119,352343,586916,56740,139987,13,74594,0.468,9,88.5,NA,NA,"IL097","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.01136289322291,0.957221742871049
"IL","Madison County",0,0,1,0,0,0,"wapo",655,650,17119,17119,22,NA,NA,NA,NA,"Madison","Madison","ILMadison",269282,131578,137704,240201,23929,7313,11.6,51706,0.427,14.3,89.4,NA,NA,"IL119","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.19595244726574,1.08546224404645
"IL","Massac County",0,0,0,0,1,0,"wapo",659,654,17127,17127,75,NA,NA,NA,NA,"Massac","Massac","ILMassac",15429,7374,8055,14121,1111,290,12.9,39636,0.396,16.7,85,NA,NA,"IL127","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.06384338629797,1.13253372525664
"IL","Rock Island County",1,0,0,0,0,0,"wapo",676,674,17161,17161,92,NA,NA,NA,NA,"Rock Island","RockIsland","ILRockIsland",147546,72375,75171,127050,15994,17118,14.2,45114,0.441,12.5,86.7,NA,NA,"IL161","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.97086294019445,1.18300885449594
"IL","Saline County",0,0,0,0,1,0,"wapo",678,676,17165,17165,75,NA,NA,NA,NA,"Saline","Saline","ILSaline",24913,12170,12743,23274,1254,340,12.6,37170,0.469,19.4,82.1,NA,NA,"IL165","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.08649893954851,1.16750065612096
"IL","St. Clair County",1,0,0,0,0,0,"wapo",677,675,17163,17163,22,NA,NA,NA,NA,"St. Clair","St.Clair","ILSt.Clair",270056,129976,140080,177439,85930,8785,12.3,47027,0.442,15.9,87.4,NA,NA,"IL163","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.05224324208347,1.05974906288886
"IL","Williamson County",0,0,0,0,2,0,"wapo",695,693,17199,17199,75,NA,NA,NA,NA,"Williamson","Williamson","ILWilliamson",66357,32824,33533,61936,3112,1301,13.7,43004,0.443,16,88.2,NA,NA,"IL199","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.897376195208515,1.06748446282275
"IL","Winnebago County",0,0,0,0,1,0,"wapo",696,694,17201,17201,135,39,21,161,100,"Winnebago","Winnebago","ILWinnebago",295266,144327,150939,242887,41018,32177,15.3,44336,0.441,17.5,84.4,NA,NA,"IL201","FBIDataToRight",1,0,0,"USPSDToRight",1,1,0,0,0,0,"IL",13,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,0,0,0,0,0,1,"BayesianPosterior",95,1.81782673679641,0.995460655894664
"IN","Allen County",0,0,1,0,1,0,"wapo",699,697,18003,18003,104,80,24,189,291,"Allen","Allen","INAllen",355329,173221,182108,291910,48492,23093,17.1,47014,0.428,13.9,88.5,NA,NA,"IN003","FBIDataToRight",NA,2,466,"USPSDToRight",2,0,0,0,0,0,"IN",14,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,1,0,0,0,0,0,"BayesianPosterior",96,1.92582555663428,0.966623788803224
"IN","Clay County",0,0,0,0,1,0,"wapo",708,706,18021,18021,146,NA,NA,NA,NA,"Clay","Clay","INClay",26890,13234,13656,26442,191,307,16.8,42233,0.367,13.6,87.9,NA,NA,"IN021","FBIDataToRight",NA,1,13,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.13646422708798,1.11902679335238
"IN","Delaware County",0,0,0,0,2,0,"wapo",715,713,18035,18035,25,6,11,29,143,"Delaware","Delaware","INDelaware",117671,56606,61065,105595,9605,2088,17.2,36362,0.449,24.2,84.5,NA,NA,"IN035","FBIDataToRight",NA,0,287,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.05525561593635,1.03051499555074
"IN","Howard County",0,0,0,0,1,0,"wapo",731,729,18067,18067,25,13,10,13,52,"Howard","Howard","INHoward",82752,39787,42965,74048,6964,2203,15.5,41786,0.423,16,86.3,NA,NA,"IN067","FBIDataToRight",NA,1,76,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.36433896465325,1.04572465477492
