"State","County.Name","B_armed","B_unarmed","H_armed","H_unarmed","W_armed","W_unarmed","src.wapo","SortGADMintoPrevOrder","SortGADMintoGADMintoGADMorder","County.FIPS.Code","FIPS","DMA","WeaponsBlack.sum","WeaponsWhite.sum","AssaultsBlack.sum","AssaultsWhite.sum","county","CountyName","ID","TOT_POP","TOT_MALE","TOT_FEMALE","WA_TOT","BAC_TOT","H_TOT","Pct.Uninsured","Median.Income","Gini","Pct.Living.in.Poverty","Pct.HS.Education","PercentSlaveOwningFarms","NSlavesPerCounty","ID.1","FBIDataToRight","VictimsOfHateCrimes","MURDER","AGASSLT","USPSDToRight","BlackArmed","BlackUnarmed","HispanicArmed","HispanicUnarmed","WhiteArmed","WhiteUnarmed","State.1","RandID","SouthernLawCenterDataToRight","Arson","Assault","Bombing","Cross.Burnings","Harassment","Intelligence","Intimidation","Leafletting","Legal.Developments","Murder","Rally","Threat","Vandalism","BayesianPosterior","ModelID","m.log.RR_Black_Unarmed_Versus_White_Unarmed","sd.log.RR_Black_Unarmed_Versus_White_Unarmed"
"CA","Placer County",0,0,0,0,1,0,"wapo",217,240,6061,6061,19,19,191,34,462,"Placer","Placer","CAPlacer",348432,170151,178281,304936,7534,44710,12.4,68330,0.422,9.1,93,NA,NA,"CA061","FBIDataToRight",NA,3,583,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.89716190852787,0.970157643415138
"CA","Riverside County",1,0,8,0,2,0,"wapo",219,242,6065,6065,2,157,760,689,3162,"Riverside","Riverside","CARiverside",2189641,1089576,1100065,1778650,176844,995257,23.4,53981,0.439,16.4,79.2,NA,NA,"CA065","FBIDataToRight",10,70,4325,"USPSDToRight",2,0,2,2,1,0,"CA",5,"SouthernLawCenterDataToRight",0,5,0,0,0,0,0,0,5,1,1,0,12,"BayesianPosterior",36,2.83116590645941,1.00677164043364
"CA","Sacramento County",3,0,3,1,3,0,"wapo",220,243,6067,6067,19,338,516,1378,2077,"Sacramento","Sacramento","CASacramento",1418788,694793,723995,935227,186696,306196,16,52655,0.431,16.7,85.1,NA,NA,"CA067","FBIDataToRight",12,92,3689,"USPSDToRight",0,0,0,1,2,0,"CA",5,"SouthernLawCenterDataToRight",0,2,0,0,0,1,1,3,5,0,0,0,9,"BayesianPosterior",37,2.12134505795907,0.949724927161166
"CA","San Bernardino County",0,1,6,0,8,1,"wapo",222,245,6071,6071,2,271,1121,1368,4602,"San Bernardino","SanBernardino","CASanBernardino",2035210,1011507,1023703,1585604,221596,1001145,22.5,52270,0.422,18.1,77.5,NA,NA,"CA071","FBIDataToRight",5,122,6503,"USPSDToRight",0,0,3,1,1,0,"CA",5,"SouthernLawCenterDataToRight",0,3,0,0,0,1,0,3,5,0,1,1,2,"BayesianPosterior",38,1.50879549071971,0.743169045266833
"CA","San Diego County",1,1,1,0,5,2,"wapo",223,246,6073,6073,26,236,1061,1170,5047,"San Diego","SanDiego","CASanDiego",3095313,1553679,1541634,2389730,207978,991348,19.1,59759,0.452,14.8,85.3,NA,NA,"CA073","FBIDataToRight",34,81,7306,"USPSDToRight",1,0,4,3,1,0,"CA",5,"SouthernLawCenterDataToRight",0,6,0,0,4,0,0,1,4,0,1,0,10,"BayesianPosterior",39,1.71228103625067,0.716472233217308
"CA","San Francisco County",1,1,4,0,2,0,"wapo",224,247,6075,6075,5,42,31,462,720,"San Francisco","SanFrancisco","CASanFrancisco",805235,408462,396773,439461,60596,121774,14.5,70883,0.507,12.8,85.7,NA,NA,"CA075","FBIDataToRight",2,66,1693,"USPSDToRight",1,0,2,0,1,0,"CA",5,"SouthernLawCenterDataToRight",0,3,0,0,0,0,0,0,4,0,0,1,8,"BayesianPosterior",40,1.85968955956679,0.934220185502148
"CA","San Joaquin County",0,0,2,0,2,0,"wapo",225,248,6077,6077,19,187,509,414,1437,"San Joaquin","SanJoaquin","CASanJoaquin",685306,341230,344076,471335,66190,266341,19.4,49742,0.437,19,76.7,NA,NA,"CA077","FBIDataToRight",2,45,1965,"USPSDToRight",1,0,1,0,1,0,"CA",5,"SouthernLawCenterDataToRight",1,1,0,0,0,0,0,1,1,0,0,1,4,"BayesianPosterior",41,1.86865054911666,0.927299352772545
"CA","Santa Barbara County",0,0,2,0,0,0,"wapo",228,251,6083,6083,119,11,146,52,824,"Santa Barbara","SantaBarbara","CASantaBarbara",423895,212786,211109,366930,13210,181687,21.3,56243,0.475,17.7,80.1,NA,NA,"CA083","FBIDataToRight",NA,9,1005,"USPSDToRight",0,0,2,0,1,0,"CA",5,"SouthernLawCenterDataToRight",0,1,0,0,0,0,0,0,0,0,0,0,2,"BayesianPosterior",42,2.41046985574161,1.18075179966915
"CA","Santa Clara County",4,0,4,2,3,0,"wapo",229,252,6085,6085,5,73,535,294,2044,"Santa Clara","SantaClara","CASantaClara",1781642,893851,887791,1046294,65225,479210,13.8,84627,0.45,10.6,86.3,NA,NA,"CA085","FBIDataToRight",3,36,2996,"USPSDToRight",0,0,2,1,1,1,"CA",5,"SouthernLawCenterDataToRight",1,3,0,0,1,0,0,1,2,0,0,1,14,"BayesianPosterior",43,2.13895930765733,1.03186724654193
"CA","Santa Cruz County",0,0,1,0,1,0,"wapo",230,253,6087,6087,120,16,200,27,429,"Santa Cruz","SantaCruz","CASantaCruz",262382,130913,131469,232054,5555,84092,18.3,60247,0.467,14.2,84.1,NA,NA,"CA087","FBIDataToRight",7,3,539,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.84968375800014,1.03839345585285
"CA","Shasta County",0,0,0,0,2,0,"wapo",231,254,6089,6089,132,7,116,24,265,"Shasta","Shasta","CAShasta",177223,87130,90093,158262,2857,14878,17.7,41058,0.453,18.2,88.1,NA,NA,"CA089","FBIDataToRight",3,9,353,"USPSDToRight",0,0,0,0,2,0,"CA",5,"SouthernLawCenterDataToRight",0,1,0,1,0,0,0,2,0,0,0,0,1,"BayesianPosterior",44,1.25723556640719,1.12905993636502
"CA","Siskiyou County",0,0,0,0,3,0,"wapo",233,256,6093,6093,141,1,25,9,134,"Siskiyou","Siskiyou","CASiskiyou",44900,22395,22505,39551,918,4615,19.5,36001,0.448,21.5,88.4,NA,NA,"CA093","FBIDataToRight",NA,0,161,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.327361278646821,1.07480473809912
"CA","Solano County",0,0,1,0,1,0,"wapo",234,257,6095,6095,19,152,170,405,604,"Solano","Solano","CASolano",413344,206195,207149,250857,73977,99356,14.3,62948,0.404,12.2,85.8,NA,NA,"CA095","FBIDataToRight",1,32,1113,"USPSDToRight",1,1,0,0,2,0,"CA",5,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,1,0,0,0,0,1,"BayesianPosterior",45,1.8405200800538,1.05481963928595
"CA","Sonoma County",0,0,0,0,1,0,"wapo",235,258,6097,6097,5,11,225,73,941,"Sonoma","Sonoma","CASonoma",483878,237902,245976,426080,12935,120430,17.5,58703,0.441,12.8,86.2,NA,NA,"CA097","FBIDataToRight",NA,17,1068,"USPSDToRight",0,0,0,1,1,0,"CA",5,"SouthernLawCenterDataToRight",0,1,0,0,0,0,0,6,0,0,0,0,6,"BayesianPosterior",46,2.09159486009789,1.04131180308384
"CA","Stanislaus County",0,0,3,0,2,0,"wapo",236,259,6099,6099,19,35,432,126,1308,"Stanislaus","Stanislaus","CAStanislaus",514453,254489,259964,436142,21604,215658,19.6,47442,0.441,19.7,75.3,NA,NA,"CA099","FBIDataToRight",1,30,1512,"USPSDToRight",0,0,1,0,1,0,"CA",5,"SouthernLawCenterDataToRight",0,1,0,0,0,0,0,0,1,0,0,0,2,"BayesianPosterior",47,1.83121801109215,0.914911408955098
"CA","Tehama County",0,0,1,0,0,0,"wapo",238,261,6103,6103,132,0,14,1,174,"Tehama","Tehama","CATehama",63463,31610,31853,57995,781,13906,21.5,38188,0.453,20.4,80.3,NA,NA,"CA103","FBIDataToRight",NA,3,171,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.78657461530654,1.09139722708969
"CA","Tulare County",0,0,2,1,1,0,"wapo",240,263,6107,6107,57,14,286,96,1260,"Tulare","Tulare","CATulare",442179,221442,220737,392082,11853,268065,23.3,42377,0.445,24.6,67.3,NA,NA,"CA107","FBIDataToRight",4,29,1638,"USPSDToRight",0,0,1,0,0,0,"CA",5,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,0,1,0,0,0,3,"BayesianPosterior",48,2.1078805451503,1.01546462878829
"CA","Ventura County",1,0,0,0,1,0,"wapo",242,265,6111,6111,2,17,398,83,1411,"Ventura","Ventura","CAVentura",823318,408969,414349,704456,23645,331567,18.2,71418,0.435,11,82.3,NA,NA,"CA111","FBIDataToRight",7,12,1766,"USPSDToRight",0,0,4,2,1,0,"CA",5,"SouthernLawCenterDataToRight",0,2,0,0,0,0,0,0,5,0,0,0,7,"BayesianPosterior",49,2.36305945622346,1.02780002175232
"CA","Yuba County",0,0,0,0,2,0,"wapo",244,267,6115,6115,19,3,33,44,277,"Yuba","Yuba","CAYuba",72155,36352,35803,57524,3817,18051,18.6,41045,0.418,20.7,76.9,NA,NA,"CA115","FBIDataToRight",NA,3,428,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.859196714286961,1.12229936184047
"CO","Adams County",1,0,2,0,2,0,"wapo",245,268,8001,8001,18,5,132,23,349,"Adams","Adams","COAdams",441603,222142,219461,387643,19047,167878,23,52785,0.403,13,81,NA,NA,"CO001","FBIDataToRight",1,6,684,"USPSDToRight",0,0,4,0,1,0,"CO",6,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,2,0,0,0,0,0,"BayesianPosterior",50,1.68869362083745,0.942093006372487
"CO","Arapahoe County",2,1,1,0,1,0,"wapo",247,270,8005,8005,18,102,166,160,233,"Arapahoe","Arapahoe","COArapahoe",572003,280345,291658,453937,70650,105522,18.3,58152,0.463,11.4,90.4,NA,NA,"CO005","FBIDataToRight",9,22,434,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.13281749336878,1.01499602407572
"CO","Boulder County",0,0,0,0,2,0,"wapo",251,274,8013,8013,18,1,62,13,172,"Boulder","Boulder","COBoulder",294567,147916,146651,270093,4309,39276,14.7,62215,0.483,13.6,93.7,NA,NA,"CO013","FBIDataToRight",NA,7,225,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.54180806063046,0.915318065002092
"CO","Broomfield County",0,0,0,0,1,0,"wapo",252,275,8014,NA,18,NA,NA,NA,NA,NA,"Broomfield","COBroomfield",55889,27729,28160,50002,915,6216,11.6,76006,0.403,6,95.3,NA,NA,"CO014","FBIDataToRight",NA,0,10,"USPSDToRight",0,0,0,0,1,0,"CO",6,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,1,0,0,0,0,0,"BayesianPosterior",51,1.26538438571056,1.14361739187862
"CO","Denver County",0,0,4,0,1,1,"wapo",261,284,8031,8031,18,98,143,242,557,"Denver","Denver","CODenver",600158,300089,300069,483271,72645,190965,20.7,45415,0.511,21.3,84,NA,NA,"CO031","FBIDataToRight",7,23,911,"USPSDToRight",0,0,1,0,0,0,"CO",6,"SouthernLawCenterDataToRight",0,1,0,0,0,0,1,4,2,0,0,1,4,"BayesianPosterior",52,1.41453946266413,0.84093490465721
"CO","El Paso County",0,0,0,0,4,0,"wapo",266,289,8041,8041,94,47,155,129,396,"El Paso","ElPaso","COElPaso",622263,310162,312101,525642,52502,93665,16.3,51553,0.43,13.4,92.5,NA,NA,"CO041","FBIDataToRight",NA,25,804,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.54856022343589,0.942394655508784
"CO","Fremont County",0,0,0,0,1,0,"wapo",267,290,8043,8043,94,0,9,0,39,"Fremont","Fremont","COFremont",46824,27032,19792,43103,1976,5770,16.3,40543,0.448,16.7,79.2,NA,NA,"CO043","FBIDataToRight",NA,1,33,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.1834796773272,1.09545082727808
"CO","Garfield County",0,0,0,0,1,0,"wapo",268,291,8045,8045,18,0,8,1,20,"Garfield","Garfield","COGarfield",56389,29107,27282,53331,800,15978,24.6,60456,0.388,9.6,85.6,NA,NA,"CO045","FBIDataToRight",NA,0,30,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.22969904839941,1.12072003476106
"CO","Jefferson County",0,0,1,0,1,0,"wapo",275,298,8059,8059,18,NA,NA,NA,NA,"Jefferson","Jefferson","COJefferson",534543,265317,269226,495530,9149,76445,14.5,64181,0.426,8.8,92.9,NA,NA,"CO059","FBIDataToRight",7,9,323,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.191403347778,0.968918560838615
"CO","Larimer County",0,0,1,0,2,0,"wapo",280,303,8069,8069,18,2,88,10,181,"Larimer","Larimer","COLarimer",299630,148637,150993,281265,4304,31628,15.6,54739,0.45,13.6,93.7,NA,NA,"CO069","FBIDataToRight",2,2,171,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.54066833368077,0.945947662168529
"CO","Las Animas County",1,0,0,0,0,0,"wapo",281,304,8071,8071,94,0,5,0,8,"Las Animas","LasAnimas","COLasAnimas",15507,7948,7559,14306,281,6446,19.7,37700,0.463,18.8,83.8,NA,NA,"CO071","FBIDataToRight",NA,0,7,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.53966862598358,1.24277914514928
"CO","Mesa County",0,0,0,0,1,0,"wapo",284,307,8077,8077,184,2,53,6,125,"Mesa","Mesa","COMesa",146723,72866,73857,139065,1878,19552,20,47324,0.441,14.7,89.1,NA,NA,"CO077","FBIDataToRight",NA,4,131,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.61108825613522,1.05166469535988
"CO","Moffat County",0,0,0,0,1,0,"wapo",286,309,8081,8081,18,0,7,1,8,"Moffat","Moffat","COMoffat",13795,7047,6748,13293,92,1985,18.1,55913,0.382,10.1,88.4,NA,NA,"CO081","FBIDataToRight",1,0,14,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.995097622444875,1.09616962079762
"CO","Park County",0,0,0,0,2,0,"wapo",292,315,8093,8093,18,NA,NA,0,10,"Park","Park","COPark",16206,8504,7702,15527,130,783,18.9,66400,0.353,9.3,93.5,NA,NA,"CO093","FBIDataToRight",NA,0,8,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.501429202310186,1.13927143709195
"CO","Pueblo County",0,0,3,0,0,0,"wapo",296,319,8101,8101,94,3,25,14,146,"Pueblo","Pueblo","COPueblo",159063,78201,80862,145252,4740,65811,17.4,39107,0.455,19.6,85.7,NA,NA,"CO101","FBIDataToRight",NA,10,164,"USPSDToRight",1,0,1,0,0,0,"CO",6,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",54,2.04458303608476,1.12332943160006
"CO","Weld County",1,0,2,0,1,0,"wapo",307,330,8123,8123,18,2,49,6,167,"Weld","Weld","COWeld",252825,126487,126338,237207,4121,71680,19,52334,0.421,14.3,84.7,NA,NA,"CO123","FBIDataToRight",3,4,194,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.71174968869624,1.06303966923465
"CT","Fairfield County",0,0,0,0,2,0,"wapo",309,332,9001,9001,1,106,129,265,402,"Fairfield","Fairfield","CTFairfield",916829,445601,471228,745332,115475,155025,12,74634,0.537,9.3,88.3,NA,NA,"CT001","FBIDataToRight",4,24,741,"USPSDToRight",1,0,0,0,1,0,"CT",7,"SouthernLawCenterDataToRight",0,2,0,0,2,0,4,3,6,0,1,0,16,"BayesianPosterior",56,2.17641552506365,0.977394187943145
"CT","Litchfield County",0,0,1,0,0,0,"wapo",311,334,9005,9005,27,2,13,7,30,"Litchfield","Litchfield","CTLitchfield",189927,93338,96589,180797,4161,8535,9,66076,0.428,6.7,91.2,NA,NA,"CT005","FBIDataToRight",NA,0,41,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.06691265079808,1.06144155065754
"CT","Middlesex County",0,0,0,0,1,0,"wapo",312,335,9007,9007,27,8,17,9,28,"Middlesex","Middlesex","CTMiddlesex",165676,80908,84768,149965,9669,7834,8.4,70805,0.419,6.8,92,NA,NA,"CT007","FBIDataToRight",1,0,37,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.60640562746597,1.03746211455254
"CT","Tolland County",0,0,0,0,1,0,"wapo",315,338,9013,9013,27,4,14,4,19,"Tolland","Tolland","CTTolland",152691,77163,75528,139175,6361,6602,7.6,74868,0.392,6.4,92.2,NA,NA,"CT013","FBIDataToRight",NA,0,13,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.57822196442713,1.07556383209629
"DC","District of Columbia",5,1,0,0,0,0,"wapo",320,343,11001,11001,8,NA,NA,NA,NA,"District Of Columbia","DistrictofColumbia","DCDistrictofColumbia",601723,284222,317501,251265,319177,54749,9,60729,0.535,18.8,86.5,NA,NA,"DC001","FBIDataToRight",NA,0,40,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.14390928802399,1.10028962138617
"DE","Kent County",0,0,0,0,2,0,"wapo",317,340,10001,10001,4,27,42,152,161,"Kent","Kent","DEKent",162310,78035,84275,112801,43173,9346,10.7,51490,0.406,12.1,84.9,NA,NA,"DE001","FBIDataToRight",NA,12,429,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.08892210348995,1.08779166606004
"DE","New Castle County",1,0,0,0,1,0,"wapo",318,341,10003,10003,4,85,62,490,371,"New Castle","NewCastle","DENewCastle",538479,260671,277808,370214,138345,46921,10.8,59877,0.441,11.2,88.4,NA,NA,"DE003","FBIDataToRight",2,20,871,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.05381937849907,1.02571591591225
"FL","Alachua County",2,0,0,0,0,0,"wapo",321,344,12001,12001,162,NA,NA,NA,NA,"Alachua","Alachua","FLAlachua",247336,119786,127550,176369,53675,20752,20.3,40656,0.516,25.3,89.7,0.522254866,6,"FL001","FBIDataToRight",NA,0,0,"USPSDToRight",0,0,0,0,1,0,"FL",8,"SouthernLawCenterDataToRight",0,1,0,0,0,0,0,0,0,0,0,0,1,"BayesianPosterior",58,2.00716438206717,1.09057868252833
"FL","Bay County",0,0,0,0,1,0,"wapo",323,346,12005,12005,159,NA,NA,NA,NA,"Bay","Bay","FLBay",168852,83656,85196,140898,20286,8107,22.2,44364,0.416,15.1,86.3,NA,NA,"FL005","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.54373977589183,1.05450027295774
"FL","Brevard County",1,0,1,0,3,0,"wapo",325,348,12009,12009,20,NA,NA,NA,NA,"Brevard","Brevard","FLBrevard",543376,266242,277134,459974,62363,43943,20.7,46331,0.442,13.5,90.6,NA,NA,"FL009","FBIDataToRight",5,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.62002904364392,0.883466025429506
"FL","Broward County",3,1,0,0,1,0,"wapo",326,349,12011,12011,17,NA,NA,NA,NA,"Broward","Broward","FLBroward",1748066,846571,901495,1169470,500832,438247,27.1,47917,0.469,14.7,87.1,NA,NA,"FL011","FBIDataToRight",1,0,0,"USPSDToRight",2,1,0,0,0,0,"FL",8,"SouthernLawCenterDataToRight",1,0,0,0,0,0,0,1,2,1,0,0,6,"BayesianPosterior",59,2.76322087658503,1.03103145999881
"FL","Collier County",0,0,1,0,1,0,"wapo",331,354,12021,12021,70,NA,NA,NA,NA,"Collier","Collier","FLCollier",321520,158494,163026,290791,23464,83177,29.5,53341,0.522,15.7,84.8,NA,NA,"FL021","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.91884969710278,0.981406767111718
"FL","Duval County",3,2,0,0,2,0,"wapo",335,358,12031,12031,51,NA,NA,NA,NA,"Duval","Duval","FLDuval",864263,419425,444838,543179,269368,65398,19.3,46112,0.45,16.6,87.2,NA,NA,"FL031","FBIDataToRight",1,0,0,"USPSDToRight",9,1,0,0,0,0,"FL",8,"SouthernLawCenterDataToRight",0,2,0,0,0,0,0,1,0,0,0,0,3,"BayesianPosterior",60,2.02181421245166,0.934501157838625
"FL","Hillsborough County",0,0,0,0,4,0,"wapo",348,371,12057,12057,13,NA,NA,NA,NA,"Hillsborough","Hillsborough","FLHillsborough",1229226,599084,630142,937745,228403,306635,22.6,46043,0.467,16.7,85.8,NA,NA,"FL057","FBIDataToRight",NA,0,0,"USPSDToRight",1,0,0,0,1,1,"FL",8,"SouthernLawCenterDataToRight",0,2,0,0,1,0,0,0,3,0,0,0,1,"BayesianPosterior",62,2.01208059366865,0.893571301063307
"FL","Holmes County",0,0,0,0,1,0,"wapo",349,372,12059,12059,159,NA,NA,NA,NA,"Holmes","Holmes","FLHolmes",19927,10594,9333,18135,1230,444,21.2,33696,0.415,22.5,74.1,NA,NA,"FL059","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.11487233397392,1.21652431697579
"FL","Lake County",1,0,0,0,1,0,"wapo",354,377,12069,12069,20,NA,NA,NA,NA,"Lake","Lake","FLLake",297052,143937,153115,254086,32617,36009,22.4,42343,0.431,13.5,86.9,NA,NA,"FL069","FBIDataToRight",1,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.78262506194829,1.06800162605692
"FL","Lee County",1,0,0,0,1,0,"wapo",355,378,12071,12071,70,NA,NA,NA,NA,"Lee","Lee","FLLee",618754,303600,315154,544109,57969,113308,27.2,44377,0.471,17.1,86.7,NA,NA,"FL071","FBIDataToRight",1,0,0,"USPSDToRight",0,0,1,0,1,0,"FL",8,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,1,0,0,0,0,2,"BayesianPosterior",63,2.19779415988585,0.983200252882997
"FL","Leon County",0,1,0,0,1,0,"wapo",356,379,12073,12073,107,NA,NA,NA,NA,"Leon","Leon","FLLeon",275487,131134,144353,176729,87092,15361,17.2,42393,0.488,26.3,90.6,0.554524934,75,"FL073","FBIDataToRight",NA,0,0,"USPSDToRight",4,0,1,0,0,0,"FL",8,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,0,1,0,0,0,1,"BayesianPosterior",64,1.72491215555119,1.06187621933753
"FL","Levy County",1,0,0,0,0,0,"wapo",357,380,12075,12075,162,NA,NA,NA,NA,"Levy","Levy","FLLevy",40801,20078,20723,35791,4141,3047,23.5,32197,0.441,27,80.3,NA,NA,"FL075","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.5868808346646,1.11941195251449
"FL","Manatee County",0,0,0,0,1,0,"wapo",360,383,12081,12081,13,NA,NA,NA,NA,"Manatee","Manatee","FLManatee",322833,156115,166718,281424,31835,47955,24.4,44990,0.459,14.5,86.9,NA,NA,"FL081","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.94099075265194,1.07975657678852
"FL","Marion County",0,0,1,0,0,0,"wapo",361,384,12083,12083,20,NA,NA,NA,NA,"Marion","Marion","FLMarion",331298,158993,172305,278033,44497,36137,24.7,37162,0.443,19.6,84.5,0.561260114,54,"FL083","FBIDataToRight",1,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.28991739495402,1.09610064169398
